id,type,title,latitude,longitude,address,description,phone,website
155,Community,University of Adelaide,-34.921025,138.608667,"North Tce, Adelaide, South Australia","Education - tertiary level
Audit study - students can attend some courses without undertaking formal assessment. Fees may apply. Contact the relevant faculty for details
Careers service - career counselling and assistance with finding employment on graduation, tel. 8303 5123
Child care at:
<a href=""?q=intref/CISADOC1/1042"">Adelaide Campus Child Care Centre</a>
<a href=""?q=intref/CISADOC1/1587"">Roseworthy Campus Child Care Centre</a>
<a href=""?q=intref/CISADOC1/1586"">Waite Campus Children's Centre</a>
Continuing education - provided by <a href=""?q=intref/CISADOC1/867"">Professional & Continuing Education</a>
Counselling service - personal counselling for students in relation to issues that are affecting study, tel. 8303 5663
Disability Services assists students with temporary or ongoing disabilities or medical conditions - contact Disability Liaison Officer, tel. 8303 5962
Health service - comprehensive health care for students and staff, tel. 8303 5050
Support for Aboriginal and Torres Strait Islander students - provided by <a href=""?q=intref/CISADOC1/1760"">Wilto Yerlo Centre for Australian Indigenous Research & Studies</a>",08 8303 4455,www.adelaide.edu.au
156,Community,WEA Adult Learning,-34.9298131,138.6095146,"223 Angas St, Adelaide, South Australia","Adult community education - including lectures, courses and educational tours
Disability Information Services for people with disabilities -  offers a companion study scheme, adaptive equipment and reduced fees
Computer training centre
Continuing occupational/professional education
Arts and crafts
Language courses
Leisure courses
Recreation - special interest clubs
WEA Travel - overseas and domestic educational tours",08 8223 1272,www.wea-sa.com.au
157,Community,"Education & Child Development, Department for",-34.927319,138.601906,"31 Flinders St, Adelaide, South Australia","Education of children in South Australia
Secondary education for adults - re-entry to high school
Language education - <a href=""?q=intref/CISADOC1/2135"">School of Languages</a>
Special education to meet the needs of children who have a disability and/or a learning difficulty
Administration of pre-school educational and child care services
Resource centres - <a href=""?q=intref/CISADOC1/2249"">Languages & Multicultural Resource Centre</a>, <a href=!doc!CISADOC1!!2328>Special Education Resource Unit</a>",08 8226 1527,www.decd.sa.gov.au
158,Community,TAFE SA  English Language Services,-34.9231624,138.6043945,"5th Floor, Renaissance Centre, 127 Rundle Mall, Adelaide, South Australia","Adult Migrant English Program (AMEP) - English as a second language classes for migrants and refugees
Citizenship Test support - for people eligible to apply for the citizenship test and require assistance
English classes in the city, suburbs and country areas, day and evening, free
English Language Assessment for teacher or nurse registration or entry into TAFE or university
Justice of the Peace service
Home Tutor Scheme and tutor support services
Job and Settlement Help Unit (JASH) - employment support and career counselling
Learning resources to support literacy and employment
Library/Resource Centre and Individualised Learning Centre
Translation of settlement documents for eligible clients, free vocational preparation courses",08 8226 6555,www.els.sa.edu.au
159,Community,"Manufacturing, Innovation, Trade, Resources & Energy, Department for",-34.924477,138.604654,"The Conservatory 131-139 Grenfell Street, Adelaide, South Australia","Provision of economic and trade policy advice to government
Facilitation and monitoring of implementation of economic development strategies
Leading and coordination of whole-of-government approach to economic development",08 8303 2400,www.southaustralia.biz
160,Community,Heta,-34.934303,138.599278,"24 Gilbert St, Adelaide, South Australia","Disability Employment Services (DES) program - assistance for people with a disability, medical condition and/or injury to gain open employment
Indigenous Employment Program - accredited and non-accredited training, work experience placement and employment opportunities for Indigenous Australians
New Enterprise Incentive Scheme (NEIS)
Employer support services - including disability awareness",08 8212 7771,www.heta.com.au
161,Community,ACCESS Programs,-34.9285496,138.6024762,"45 Wakefield St, Adelaide, South Australia","Employee Assistance Programs - counselling, psychological assessment and treatment
Trauma management - critical incident management, individual counselling and debriefing
Organisational consulting - management support programs, organisational reviews, change management
Management assistance programs - dispute resolution and mediation, training, management coaching",,www.accesssa.com.au
162,Community,WorkCover Corporation,-34.9336,138.600603,"400 King William St, Adelaide, South Australia","Levy and registration - tools and information for South Australian employers to register with WorkCover Corporation and pay their levy
Injury and claims - information on reporting an injury, making a claim or compensation and finding assistance for returning to work
Rehabilitation services - forms and information for health professionals who provide services to South Australian workers compensation claimants
Reemployment Incentive Scheme for Employers (RISE) - an independent job placement service for injured workers unable to return to their pre-injury employer
Library - available to people who live or work in South Australia",13 1855,www.workcover.com
163,Community,DOME Association Inc.,-34.924079,138.597475,"Level 1,  54 Currie St, Adelaide, South Australia","Employment services - including job placement, job search training, assessment skills, workplace training, motivation and confidence building
Job training - Registered Training Organisation offering certificate courses in business administration
Advocacy on behalf of mature unemployed people
Volunteer program
Labour hire division",08 8410 4344,www.dome.org.au
164,Community,Mission Australia - Employment & Training,-34.9326379,138.6026166,"60 Halifax St, Adelaide, South Australia","Job Services Australia - assistance in resume preparation, training opportunities and job search
Apprenticeships - <a href=""?q=intref/CISADOC1/2900"">Mission Australia - Australian Apprenticeships Centres</a>
Green Corps - Renmark, Noarlunga, Normanville, Mount Gambier, Murray Bridge, Kapunda, Gumeracha
Indigenous programs - Indigenous Youth Mobility Project (IYMP), Elizabeth
New Enterprise Incentive Scheme - assistance for unemployed people who want to start a business
Reconnect - early intervention for young people at risk of homelessness and their families - Whyalla
Traineeships - User Choice",13 1124,www.missionaustralia.com.au
