OBJECTID,RECNO,NAME,F_CODE,OTHERDETLS,SOURCE,CLASS,COUNTY,LATITUDE,LONGITUDE,STATE,NAMEDBY,DATENAMED,DERIVATION,ORIGCODE,CURNAME,PREVNAME,ALTNAME,ELEVATION,PUBLIC_REL
21141,SA0015166,Vinedale,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,LOCL,Adelaide,-34.5903603,138.86972355,SA,,,,****,,,,,Y
21381,SA0014920,Woodlands,HMSD,,1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.85996925,138.91829971,SA,,,,****,,,,,Y
21382,SA0053735,Hughes Estate,BLDG,"411 Fullarton Road, Fullarton.","City of Unley Heritage Plan Review - pages 20, 46",RECD,Adelaide,-34.95919536,138.6241546,SA,,,,****,,,,,Y
21383,SA0054060,Salvation Army Citadel,BLDG,"24 Rosa Street, Goodwood","City of Unley heritage Review 1985 - pages 30, 260",RECD,Adelaide,-34.95248501,138.58993431,SA,,,,****,,,,,Y
21387,SA0009875,Brooklyn,SUBD,Private subdivision part sections 751 & 754.,?,RECH,Adelaide,-34.79552488,138.49330578,SA,,,,****,North Haven (portion),,,,Y
21389,SA0018665,Lea Bank,HMSD,,1:50 000 Mapsheet - 2nd Edition / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.7847588,138.83736999,SA,,,,****,,,,,Y
21523,SA0026823,Golden Grove,SUB,"The locality of Golden Grove has been in existence since the 1840's.  Suburb created from portions of the suburbs of Greenwith, Surrey Farm and Wynn Vale and un-named land.  Portion excluded and added to Salisbury East and portion of Salisbury East added",1 Mile to 1 Inch Mapsheet / 1:50 000 Mapsheet / 1:10 000 Mapsheet / Rack Plan 697 / Government Gazette 5/3/1987 / DL.1163/1985 / Government Gazette 23/9/1993 / DL.1064/1991 / Government Gazette 13/07/1995 / Government Gazette 4/1/1996 / DL.6720/1993 / Ge,GEOG,Adelaide,-34.78246757,138.72618872,SA,Captain Robertson,,"The ship ""Golden Grove""",SHIP,,,,,Y
21150,SA0016119,Waite Agricultural Research Institute,BLDG,Now the Glenthorne CSIRO Research Station.,1:50 000 Mapsheet-3rd Edition /,RECH,Adelaide,-35.06308388,138.549122,SA,,,,****,See Other Details,,,,Y
21151,SA0016118,Waite Agricultural Institute,BLDG,Shown on 1:10 000 map as Waite Agricultural Research Institute.,1:50 000 Mapsheet / 1:10 000 Mapsheet / DAIS.22-413/01/0492 / 1:50 000 Mapsheet - 3rd Edition /,RECH,Adelaide,-34.96956536,138.6298545,SA,,,,****,Waite Campus,,Waite Agricultural Research Institute,,Y
21157,SA0032863,Jibilla Railway Station,RSTA,Located between Aldgate and Bridgewater. Name approved by Nomenclature Committee on 28/11/1944.,DL.5890/1940 / Nomenclature Committee Minutes 28/11/1944 / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,RECD,Adelaide,-35.01311637,138.74316511,SA,,,Abna Meaning Spring Water,ABDE,,,,,Y
21158,SA0004815,Barratt Reserve,RESV,,1:10 000 Mapsheet /,LOCL,Adelaide,-34.94779411,138.50702342,SA,,,,****,,,,,Y
21159,SA0007205,Blackwood Primary School,SCHL,School opened in 1929.,SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 /  SA Lands Department Property Register Printout 1988 /,RECD,Adelaide,-35.02713473,138.60542326,SA,Minister of Education,,,****,,,,,Y
21395,SA0015291,Virginia Railway Station,RSTA,20 3/4 miles north,1:10 000 Mapsheet /,RECD,Adelaide,-34.66938641,138.56200865,SA,,,,PLSA,,,,16 m,Y
21396,SA0015260,Virginia Post Office,BLDG,,1:10 000 Mapsheet /,RECD,Adelaide,-34.66781639,138.55951865,SA,,,,PLSA,,,,,Y
20902,SA0056951,Hannaford Creek,STRM,"Name chosen by the Hannaford Creek Land Care Group to honour the Hannaford Family long association with the area and creek from 1849.  When gold was discovered in the Blumberg area in 1870, one of the mined reefs was known as ""Hannaford's"" - information",DTEI.22-413/09/0005 / Government Gazette 16/7/2009 /,GEOG,Adelaide,-34.8142598,138.94304075,SA,,,Early settlers in the area,PRSA,,,,,Y
20398,SA0050737,North Norwood Post Office,BLDG,Location is approximate only to the centre of the relevant section.,,RECH,Adelaide,-34.91408585,138.64342558,SA,,,,****,,,,,Y
20399,SA0000597,Alberton East,SUBD,Private subdivision of part sections 420 & 421.  Location is approximate only.,?,RECH,Adelaide,-34.86429482,138.52470501,SA,,,,****,Cheltenham (portion),,,,Y
20400,SA0065057,Swansea North,SUBD,Private subdivision.,,RECH,Adelaide,-34.82167476,138.49678539,SA,,,,****,Largs North (portion),,,,Y
20401,SA0037545,Koongarra Park,SUBD,Private subdivision.  Aboriginal word meaning 'a noise of birds when rising from the ground'.,,RECH,Adelaide,-34.95040526,138.61066459,SA,,,See Other Details,****,Unley (portion),,,,Y
20402,SA0056932,Prospect Village,SUBD,"Private subdivision of sections 373 & 349, now in the suburbs of Prospect and Ovingham",,RECH,Adelaide,-34.89375541,138.59356533,SA,,,,****,See Other Details,,,,Y
20403,SA0021660,East Payneham,SUBD,Private subdivsion - now in the suburbs of Hectorville and Tranmere,,RECH,Adelaide,-34.89883612,138.65983602,SA,,,,****,See Other Details,,,,Y
20404,SA0042353,Malvern Extension,SUBD,Private subdivision,,RECH,Adelaide,-34.95565524,138.61172452,SA,,,,****,Malvern (portion),,,,Y
20408,SA0011390,Uley,LOCU,"Named so by Moses Bendle Garlick in 1851 because the landscape reminded him of his home town on Uley in Glocestershire, England.  The name Uley and One Tree Hill appear to have been used since the early 1850's to designate two separate portions of the ar",History Book Vol 36 Folio 16 / 1913 Army Ordinance Map /,RECH,Adelaide,-34.69631846,138.76021053,SA,M B Garlick,,See Other Detials,DE**,Uleybury,,,,Y
20547,SA0008009,Mount Bold,MT,The name was approved for postal purposes on 30/11/1933.,SD.11336 / 1 Inch to 1 Mile Mapsheet / Government Gazette 10/11/1994 / DL.7554/1933 / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition / 1:100 000 Mapsheet /,GEOG,Adelaide,-35.1157551,138.68625273,SA,,,,****,,,,389 m,Y
20548,SA0033962,Kangaroo Ridge,RDGE,,SD.6654 / Government Gazette 7/4/1988 / 1 Inch to 1 Mile Mapsheet / 1:100 000 Mapsheet /,GEOG,Adelaide,-35.05729651,138.78022481,SA,,,,****,,,,,Y
20549,SA0060960,Seaview High School,SCHL,Name approved by Geographical Names Board on 23/5/1988. Previously known as Seacombe High School and Dover Gardens High School - these two schools were amalgamated.,Geographical Names Board Minutes 23/5/1988 / DL.1110/1988 /,RECD,Adelaide,-35.03157402,138.54492247,SA,Minister of Education,,Geographic Location,DELO,,See Other Details,,,Y
19864,SA0009427,Trinity Gardens,SUB,"Originally a private subdivision of Section 287.  Portion of Payneham South added in 1992. Proposal by Mr P Trengrove, resident, to add portion of Payneham South to Trinity Gardens not approved by the Surveyot-General on 1/10/2008 - vide DTEI.22-413/08/0",1:10 000 Mapsheet / 1:50 000 Mapsheet / Government Gazette 8/10/1992 / DL.1123/1992 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / Parliamentary Plan 336 /,GEOG,Adelaide,-34.91256585,138.6431656,SA,,,,****,,,,,Y
20124,SA0054036,Hyde Park Hotel,BLDG,"Situated at 187 King William Road, Hyde Park","City of Unley Heritage Review 1985 - pages  29, 240",RECD,Adelaide,-34.95694509,138.59901435,SA,,,,****,,,,,Y
20125,SA0054033,St Andrew's Presbyterian Church,BLDG,"2 Hughes Street, Unley","City of Unley heritage Review 1985 - pages  28, 230",RECD,Adelaide,-34.94782521,138.60486457,SA,,,,****,,,,,Y
20128,SA0054046,Elanberis,BLDG,"37 Orchard Avenue, Everard Park.","City of Unley Heritage Review 1985 - page  30, 255",RECD,Adelaide,-34.95557479,138.57182405,SA,,,,****,,,,,Y
20133,SA0011657,Unley High School,SCHL,School opened in 1914.,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 /,RECD,Adelaide,-34.97202522,138.61892433,SA,Minister of Education,,,****,,,,,Y
20134,SA0011635,Bingara,HMSD,,1:50 000 Mapsheet - 3rd Edition /,LOCL,Adelaide,-34.99051557,138.66012451,SA,,,,****,,,,,Y
20140,SA0011627,University Sports Field,RESV,,?,LOCL,Adelaide,-34.91165546,138.6078552,SA,,,,****,,,,,Y
20568,SA0018495,Glen Haven,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-34.83399974,138.94846049,SA,,,,****,,,,,Y
20144,SA0013929,Christies Beach High School West Section,SCHL,,?,RECD,Adelaide,-35.13886275,138.49051004,SA,,,,PLSA,,,,,Y
20148,SA0025292,Willa-Willa Ridge,RDGE,,SD.11336 / Government Gazette 10/11/1994 /,GEOG,Adelaide,-35.00402552,138.66263431,SA,,,,****,,,,,Y
20154,SA0030021,Henley High School,SCHL,,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Lands Department Property Register Printout 1988 /,RECD,Adelaide,-34.92413416,138.49902372,SA,Minister of Education,,Located in the suburb of Henley Beach,PLSA,,,,,Y
20155,SA0054320,Penfolds Winery,FTRY,,1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition /,RECD,Adelaide,-34.92290619,138.67890585,SA,,,,****,,,,,Y
20597,SA0053962,Unley Council Chambers,BLDG,"Unley Road, Unley.","City of Unley Heritage Review 1985 - pages 25, 153",RECD,Adelaide,-34.95361519,138.60671449,SA,,,,****,,,,,Y
20599,SA0053693,Church of St George The Martyr,BLDG,"155 Goodwood Road, Goodwood.","City of Unley Heritage Review 1985 pages 11,52",RECD,Adelaide,-34.95527499,138.58908426,SA,,,,****,,,,,Y
20606,SA0050888,North Walkerville Post Office,BLDG,Name approved by Nomenclature Committee on 1/7/1927.  Location is approximate to the northern portion of the suburb.,,RECH,Adelaide,-34.88901571,138.61788569,SA,,,,PLSA,,,,,Y
20613,SA0053780,Vine Villa,BLDG,"1 White Avenue, Fullarton.","City of Unley Heritage Review - Pages 21, 66",RECD,Adelaide,-34.95664537,138.62365464,SA,,,,****,,,,,Y
20614,SA0053838,Concordia Chapel and Classrooms,BLDG,"57-59 Cheltenham Street, Malvern.","City of Unley Heritage Review - pages 22, 84",RECD,Adelaide,-34.96114524,138.61472446,SA,,,,****,,,,,Y
19900,SA0052000,Peachy Belt,WOOD,"Old site of a area of Quandong (native Peach) Trees.  There is an alternative derivation given that the area was named after Peter Peachey, an early Surveyor, however, there is no record of a Peter Peachey in the list of Surveyors in South Australia (the",Withdrawn Public Maps / History Book Vol.13 Pg 14 /,RECH,Adelaide,-34.68465679,138.60397889,SA,,,A large clump of Quondong (native Peach),DEBO,,,Peachey Belt,,Y
20167,SA0053863,Casa Rica,BLDG,"80A Fisher Street, Fullarton.","City of Unley Heritage Review 1985 - pages 23, 102",RECD,Adelaide,-34.95758548,138.63432475,SA,,,,****,,,,,Y
20168,SA0053784,Epworth Methodist Church,BLDG,"31 Young Street, Parkside.  Now a Uniting Church","City of Unley Heritage Review 1985 - pages 21, 69",RECD,Adelaide,-34.94570536,138.61751475,SA,,,,****,,,,,Y
20169,SA0054038,Galloway,BLDG,"81 Northgate Street, Unley Park.","City of Unley Heritage Review 1985 - pages 30, 252",RECD,Adelaide,-34.96261499,138.59374419,SA,,,,****,,,,,Y
20170,SA0054027,Hatherley,BLDG,"22 Hathgerley Avenue, Hyde Park","City of Unley Heritage Review 1985 - pages 28, 228",RECD,Adelaide,-34.96084506,138.59839427,SA,,,,****,,,,,Y
20171,SA0010055,Walter Street Car Park,CRPK,Allotment 98 in Filed Plan 213333.,DTEI.2009/29930/01 / Government Gazette 16/9/2010 /,LOCL,Adelaide,-34.90972512,138.5944924,SA,,,Walter Street,PLSA,,,,,Y
20698,SA0053710,Rosefield Uniting Church,BLDG,"2 Carlton Avenue, Highgate.","City of Unley Heritage Review 1985 - pages 13, 189",RECD,Adelaide,-34.96133534,138.62351456,SA,,,,****,,,,,Y
20703,SA0053608,Carripook,LOCU,Now incorporated into the bounded locality of Aldgate.,1 Inch to 1 Mile Mapsheet / 1:50 000 Mapsheet-3rd Edition /,RECD,Adelaide,-35.00882648,138.75106527,SA,,,,****,,,,,Y
20704,SA0054042,Calabar,BLDG,"Situated at 15 Opey Avenue, Hyde Park.  Location is approximate only.","City of Unley Heritage Review 1895,  Pgs 30 & 254 /",RECD,Adelaide,-34.96000512,138.60314434,SA,,,,****,,,,,Y
19914,SA0034983,Kies Estate Cellars,BLDG,,1:50 000 Mapsheet - 3rd Edition /,RECD,Adelaide,-34.59560041,138.88193361,SA,,,,****,,,,,Y
19915,SA0054574,Pertaringa,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition /,LOCL,Adelaide,-34.63017984,138.84896265,SA,,,,AB**,,,,,Y
19917,SA0045227,Minno Creek,STRM,Located in the Belair National Park. Creek extention to the intersection with Sturt River approved by Geographical Names Adivisory Committee on 7/12/1994.,SD.11336 / 1 Inch to 1 Mile Mapsheet / Geographical Names Adivisory Committee Minutes 7/12/1994 /  DL. 6740/1993 / Government Gazette 10/11/1994 / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-35.03608488,138.62319332,SA,,,Abna Meaning Gum of the Wattle Tree,ABBO,,,,,Y
19918,SA0054122,Pedlar Creek,STRM,,1 Inch to 1 Mile Mapsheet /,VART,Adelaide,-35.20015212,138.46860876,SA,,,"Thomas Pedler, Early Settler",PRSA,,,Pedler Creek,,Y
20179,SA0053613,Marino Rocks,ROCK,,1 Inch to 1 Mile Mapsheet /,RECD,Adelaide,-35.0459935,138.50688179,SA,,,,PLSA,,Cap Nemours,,,Y
20180,SA0053680,St Augustine's Church,BLDG,"183 Unley Road, Unley.","City of Unley Heritage Review 1985 - pages 10, 36",RECD,Adelaide,-34.9527852,138.60667451,SA,,,,****,,,,,Y
20181,SA0053752,Capri Cinema,BLDG,"141 Goodwood Road, Goodwood.","City of Unley Heritage Review 1985 - pages 21, 51 / DTEI Points of Interest Database /",RECD,Adelaide,-34.95434499,138.58880427,SA,,,,****,,,,,Y
20182,SA0053888,Goodwood Methodist Church,BLDG,"99 Goodwood Road, Goodwood","City of Unley Heritage Review - pages 23, 114",RECD,Adelaide,-34.952085,138.5885843,SA,,,,****,,,,,Y
20183,SA0053172,Panorama,SUB,Originally a private subdivision of Section 260.  Portion of Clapham added in 1982.  Name formally submitted by City of Mitcham at council meeting held in 1946 to help eliminate superfluous subdivisions names as requested by Surveyor-General.  Was origin,1:50 000 Mapsheet / 1:10 000 Mapsheet / Geographical Names Board Minutes 27/8/1982 / Government Gazette 27/1/1983 / DL.2123/1982 / DL.5932/1945 / Government Gazette 20/02/2003 / DAIS.04/0328 / Parliamentary Plan 336 / 1:50 000 Mapsheet - 3rd Edition / 1:,GEOG,Adelaide,-35.00216478,138.59614356,SA,,,,****,,,Springbank,,Y
20188,SA0045395,Mitchell House Clinic,HOSP,"Previously known as Child Guidance Clinic, Prospect. Name approved 4/4/1974.  Named after Sir Henry Mitchell a member of the family that originally built the house.  Name approved by Geographical Names Board 5/6/1980.  Mitchell House was the name of the",DL.387/1972 / DL.588/1980 / SD.4693 /,RECD,Adelaide,-34.88382546,138.59224548,SA,,,Sir Henry Mitchell,PR**,,See Other Details,,,Y
20734,SA0016555,Cowandillah,SUBD,Private subdivision of sectoins 92 & 98.,?,RECH,Adelaide,-34.92849473,138.55199427,SA,,,,****,Torrensville (portion),,,,Y
20739,SA0014837,Uncle Toms Cabin,RUIN,Name as suggested by O Joyce Martin.  Apostrophe deleted.,DL.1300/1985 /,RECD,Adelaide,-35.25895169,138.46325771,SA,,,,****,,Uncle Tom's Cabin,Pier Hotel,,Y
20743,SA0003418,Ashford,SUB,"Originally a private subdivision.  Name adopted as a suburb name in 1944 following consensus between DC West Torrens, Nomenclature Committee and other government agencies.  Originally proposed to be added to the suburb of Keswick, but eventually used as",DL.2876/1943 / 1:10 000 Mapsheet / 1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / Parliamentary Plan 336 /,GEOG,Adelaide,-34.95002484,138.57299416,SA,,,"Town IIn Kent, England",PLEN,,See Other Details,,,Y
20654,SA0021540,East Adelaide College Park Extention,SUBD,Private subdivision.  Now in St Peters and College Park.  Location is approximate only.,,RECH,Adelaide,-34.90992563,138.62173539,SA,,,,****,See Other Details,,,,Y
19925,SA0022081,Eidolan Lodge,HMSD,,?,LOCL,Adelaide,-35.13646461,138.65428201,SA,,,,****,,,,,Y
19927,SA0053829,Holdfast Masonic Lodge,BLDG,"Arthur Street, Unley.  Location is approximate only.","City of Unley Heritage Review - pages 22, 76",RECD,Adelaide,-34.95192515,138.60229447,SA,,,,****,,,,,Y
19928,SA0054055,Church of Christ,BLDG,"4 Park Lane, Unley.","City of Unley heritage Review 1985 - pages 30, 256",RECD,Adelaide,-34.94324518,138.59975458,SA,,,,****,,,,,Y
19929,SA0054023,Sedgeford,BLDG,"35 Fisher Street, Fullartion.","City of Unley Heritage Review 1985 - pages 28, 212",RECD,Adelaide,-34.95544541,138.6273147,SA,,,,****,,,,,Y
19930,SA0053837,Malvern Wesleyan Methodist Centenary Church,BLDG,"84 Cambridge Terrace, Malvern","City of Unley heritage Review 1985 - pages 22, 82",RECD,Adelaide,-34.9598152,138.61097444,SA,,,,****,,,,,Y
19931,SA0061053,Settlement Winery,FTRY,,1:50 000 Mapsheet-3rd Edition /,RECD,Adelaide,-35.20104333,138.57609,SA,,,,****,,,,,Y
19933,SA0063538,Sturt Recreation Ground,RESV,,?,LOCL,Adelaide,-35.01702419,138.5521328,SA,,,,****,,,,,Y
19937,SA0031081,Hope Valley Primary School,SCHL,Old site.  The school was closed in 1980.  The new school was moved to St Agnes and the former name of Ardtornish School was reinstated.  The City of Tea Tree Gully has also refered to this site as Old Hope Valley School.,1:10 000 Mapsheet / DAIS.22-413/02/0051 /,RECH,Adelaide,-34.84390697,138.70597747,SA,,,,****,See Other  Details,,,,Y
19938,SA0034416,Kaurama,HMSD,,1:50 000 Mapsheet-3rd Edition /,LOCL,Adelaide,-35.08817425,138.59569212,SA,,,,****,,,,,Y
19939,SA0050642,North Haven Golf Course,RESV,,1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition /,LOCL,Adelaide,-34.78087487,138.48476592,SA,,,,****,,,,,Y
20195,SA0062696,South Nailsworth,SUBD,Private subdivision,,RECH,Adelaide,-34.88756557,138.60444556,SA,,,,****,Nailsworth (portion),,,,Y
20196,SA0027386,The Grange,SUBD,"Private subdivision of sections 453, 900/1 & 1006",,RECH,Adelaide,-34.89931433,138.50072415,SA,,,,****,Grange (portion),,,,Y
20198,SA0063846,Sunnybrae Farm,SUBD,Private subdivision,,RECH,Adelaide,-34.86015546,138.57940572,SA,,,,****,Kilburn (portion),,,,Y
20768,SA0010287,Buckland Park Trig,TRIG,Formerly known as Buckland Park Trig and Port Gawler Trig.,1877 Atlas /,RECH,Adelaide,-34.68434535,138.47498739,SA,,,,****,Port Gawler Mound,,,,Y
20664,SA0018656,Lambs Gully,GLLY,,Survey Diagram Book Pg 41 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition / SD.11336 / Government Gazette 12/5/1994 /,GEOG,Adelaide,-34.75968896,138.83856042,SA,,,,****,,,,,Y
20665,SA0034600,Kelway Park,HMSD,,1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition /,LOCL,Adelaide,-34.78395702,138.67839813,SA,,,,****,,,,,Y
19948,SA0028019,Gleeson Creek,STRM,Name proposed by City of Burnside.  Two submission were received following the publication of the Notice of Intent in the Government Gazette of 4/6/1998 which suggested that the feature was better described as a gully and that Mr Gleeson was not the best,DEHAA.04/0088 / Government Gazette 4/6/1998 / Government Gazette 23/12/1998 /,UNAP,Adelaide,-34.95273568,138.64978501,SA,,,Edward Burton Gleeson,PR**,Milne Gully,,,,Y
19949,SA0045835,Glenelg North Shore,SUB,Proposal to rename a portion of Glenelg North between the coast and Patawalonga Lake to Glenelg North Shore was not approved by the Geographical Names Advisory Committee in 2002.  The Geographical Names Advisory Committee did not support this proposal as,DAIS.04/0254 /,UNAP,Adelaide,-34.96855401,138.50958311,SA,,,,****,Glenelg North,,,,Y
19955,SA0027374,Grange Golf Course,RESV,,1:10 000 Mapsheet / 1:50 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition /,LOCL,Adelaide,-34.88802435,138.49633429,SA,,,,****,,,,,Y
19956,SA0018642,The Kiosk,BLDG,,Withdrawn Public Maps /,RECD,Adelaide,-34.84084821,138.81506881,SA,,,,****,,,,,Y
20215,SA0004781,Barossa Reservoir,RES,Name approved by Geographical Names Board.,Geographical Names Board Minutes 23/10/1973 / DL.5063/1973 / EWS.2168/1973 / Withdrawn Public Maps / 1 Mile to 1 Inch Mapsheet / 1:250 000 Mapsheet / 1:10 000 Mapsheet / SD.6654 / Government Gazette 29/08/1985 / 1:50 000 Mapsheet-3rd Edition / 1:50 000 M,GEOG,Adelaide,-34.6531497,138.84821227,SA,,,,****,,,,,Y
20715,SA0017912,Daringa Winery,FTRY,,1:50 000 Mapsheet-3rd Edition /,RECD,Adelaide,-35.22010293,138.55110939,SA,,,,****,,,Dennis Winery,,Y
20720,SA0018170,Daws Road High School,SCHL,School opened in 1965. Renaming approved by Surveyor General on 21/02/2001.,1:10 000 Mapsheet / SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 / SA Lands Department Property Register Printout 1988 / DEHAA.04/0059 /,RECH,Adelaide,-34.99461475,138.58930361,SA,Minister of Education,,"Located on Daw Road, Pasadena",DELO,Pasadena High School,,,,Y
